Order ID,Product ID,Sum of Quantity,Sum of Discount
CA-2014-128363,TEC-AC-10003709,2,0.20000000298023224
CA-2014-128370,FUR-CH-10002602,3,0.20000000298023224
CA-2014-128370,OFF-BI-10004140,2,0.20000000298023224
CA-2014-128426,OFF-BI-10000756,5,0.800000011920929
CA-2014-128475,TEC-AC-10000158,2,0
CA-2014-128629,FUR-FU-10000771,3,0
CA-2014-128699,TEC-AC-10001990,1,0.20000000298023224
CA-2014-128734,FUR-CH-10001394,3,0.20000000298023224
CA-2014-128734,FUR-FU-10001731,4,0.20000000298023224
CA-2014-128755,OFF-PA-10000726,1,0
CA-2014-128755,OFF-PA-10004983,5,0
CA-2014-128755,OFF-ST-10001291,1,0
CA-2014-128755,OFF-ST-10003306,4,0
CA-2014-128769,OFF-AP-10001271,2,0.20000000298023224
CA-2014-128783,FUR-FU-10003623,5,0
CA-2014-128783,TEC-AC-10002473,4,0
CA-2014-128853,FUR-CH-10004218,9,0
CA-2014-128944,FUR-CH-10000785,6,0.30000001192092896
CA-2014-128944,FUR-FU-10004909,3,0.20000000298023224
CA-2014-128944,TEC-AC-10001553,9,0.20000000298023224
CA-2014-128965,FUR-CH-10003774,3,0.20000000298023224
CA-2014-128965,OFF-FA-10001561,5,0
CA-2014-128965,OFF-LA-10001404,2,0
CA-2014-128965,OFF-LA-10003190,8,0
CA-2014-128965,OFF-PA-10004911,3,0
CA-2014-128965,TEC-AC-10001383,11,0
CA-2014-129000,OFF-ST-10001097,3,0
CA-2014-129021,FUR-FU-10001852,2,0.20000000298023224
CA-2014-129021,OFF-AP-10003040,6,0.20000000298023224
CA-2014-129021,OFF-PA-10000141,5,0.20000000298023224
CA-2014-129021,OFF-PA-10000241,2,0.20000000298023224
CA-2014-129021,TEC-PH-10001459,13,0.20000000298023224
CA-2014-129028,FUR-FU-10004006,3,0
CA-2014-129294,OFF-AP-10001154,3,0
CA-2014-129294,OFF-BI-10001757,5,0.20000000298023224
CA-2014-129294,OFF-BI-10004236,6,0.20000000298023224
CA-2014-129294,OFF-ST-10002615,2,0
CA-2014-129357,OFF-PA-10003228,9,0
CA-2014-129357,OFF-SU-10004498,5,0
CA-2014-129378,FUR-CH-10000553,4,0.20000000298023224
CA-2014-129378,OFF-AP-10000576,2,0
CA-2014-129378,OFF-BI-10001922,13,0.20000000298023224
CA-2014-129378,OFF-BI-10002012,1,0.20000000298023224
CA-2014-129462,FUR-CH-10000665,2,0
CA-2014-129462,OFF-AP-10003884,3,0
CA-2014-129462,TEC-PH-10001557,2,0
CA-2014-129462,TEC-PH-10002085,1,0
CA-2014-129490,FUR-CH-10003298,4,0.20000000298023224
CA-2014-129567,OFF-BI-10000014,2,0.20000000298023224
CA-2014-129581,TEC-PH-10001527,3,0
CA-2014-129707,OFF-AR-10000246,4,0.20000000298023224
CA-2014-129805,FUR-FU-10001935,2,0
CA-2014-129833,OFF-BI-10004182,5,0
CA-2014-129833,OFF-PA-10000575,5,0
CA-2014-129910,OFF-ST-10003282,1,0
CA-2014-130036,OFF-PA-10000528,3,0.20000000298023224
CA-2014-130036,TEC-AC-10001908,14,0.20000000298023224
CA-2014-130043,OFF-PA-10002230,8,0.20000000298023224
CA-2014-130106,OFF-AR-10003651,3,0
CA-2014-130106,OFF-AR-10003732,1,0
CA-2014-130141,FUR-CH-10000749,4,0.20000000298023224
CA-2014-130141,OFF-BI-10000831,4,0.699999988079071
CA-2014-130148,OFF-PA-10000551,6,0
CA-2014-130148,OFF-SU-10001574,2,0
CA-2014-130211,FUR-TA-10003748,2,0
CA-2014-130211,OFF-ST-10000129,3,0
CA-2014-130302,TEC-AC-10002001,7,0.20000000298023224
CA-2014-130309,OFF-ST-10003208,3,0
CA-2014-130351,OFF-AP-10004532,3,0
CA-2014-130351,OFF-PA-10002137,5,0
CA-2014-130351,TEC-AC-10003832,3,0
CA-2014-130386,OFF-PA-10002749,3,0.20000000298023224
CA-2014-130386,OFF-PA-10003823,9,0.20000000298023224
CA-2014-130386,OFF-ST-10003716,3,0.20000000298023224
CA-2014-130505,FUR-TA-10001932,3,0.30000001192092896
CA-2014-130526,OFF-BI-10001524,8,0.800000011920929
CA-2014-130631,FUR-FU-10004093,2,0
CA-2014-130631,OFF-FA-10000089,5,0
CA-2014-130715,OFF-FA-10000621,5,0
CA-2014-130764,FUR-BO-10003034,5,0.15000000596046448
CA-2014-130764,TEC-PH-10003215,4,0.20000000298023224
CA-2014-130771,OFF-FA-10003059,2,0.20000000298023224
CA-2014-130771,TEC-PH-10002496,1,0.20000000298023224
CA-2014-130834,OFF-PA-10003673,3,0.20000000298023224
CA-2014-130841,OFF-BI-10000145,4,0.20000000298023224
CA-2014-130841,OFF-ST-10001580,1,0
CA-2014-130841,TEC-PH-10001817,4,0.20000000298023224
CA-2014-130904,OFF-AR-10000127,8,0.20000000298023224
CA-2014-130904,OFF-AR-10000422,1,0.20000000298023224
CA-2014-130967,TEC-PH-10004896,3,0.4000000059604645
CA-2014-131016,OFF-AR-10000122,2,0.20000000298023224
CA-2014-131016,OFF-ST-10000352,2,0.20000000298023224
CA-2014-131037,FUR-TA-10001768,1,0.20000000298023224
CA-2014-131156,FUR-FU-10001940,4,0.20000000298023224
CA-2014-131212,OFF-BI-10000145,6,0.20000000298023224
CA-2014-131212,OFF-BI-10001617,3,0.20000000298023224
CA-2014-131233,FUR-BO-10003441,3,0.20000000298023224
CA-2014-131233,OFF-BI-10000829,3,0.20000000298023224
CA-2014-131254,FUR-CH-10003774,3,0.30000001192092896
CA-2014-131254,OFF-AR-10003876,5,0.20000000298023224
CA-2014-131254,OFF-BI-10003527,6,0.800000011920929
CA-2014-131282,OFF-AR-10003087,5,0.20000000298023224
CA-2014-131282,OFF-BI-10004632,4,0.800000011920929
CA-2014-131303,OFF-LA-10001074,5,0
CA-2014-131366,OFF-PA-10000675,7,0.20000000298023224
CA-2014-131366,TEC-PH-10003437,2,0.4000000059604645
CA-2014-131492,FUR-FU-10003878,2,0
CA-2014-131492,FUR-TA-10003837,2,0.20000000298023224
CA-2014-131492,OFF-EN-10002973,2,0
CA-2014-131492,OFF-LA-10001641,10,0
CA-2014-131618,OFF-BI-10000546,4,0.800000011920929
CA-2014-131618,OFF-BI-10001294,4,0.800000011920929
CA-2014-131618,OFF-PA-10001892,2,0.20000000298023224
CA-2014-131625,FUR-FU-10004960,5,0
CA-2014-131632,OFF-AR-10003651,2,0.20000000298023224
CA-2014-131653,OFF-LA-10001045,2,0
CA-2014-131695,FUR-FU-10002045,1,0
CA-2014-131695,OFF-ST-10001476,7,0
CA-2014-131807,FUR-CH-10001190,4,0.20000000298023224
CA-2014-131807,FUR-FU-10004666,5,0
CA-2014-131807,FUR-TA-10004086,3,0.20000000298023224
CA-2014-131807,OFF-AP-10004052,4,0
CA-2014-131807,OFF-FA-10002780,5,0
CA-2014-131807,TEC-PH-10000702,1,0.20000000298023224
CA-2014-131828,FUR-CH-10004495,4,0.20000000298023224
CA-2014-131828,TEC-PH-10002923,3,0.20000000298023224
CA-2014-131954,FUR-BO-10001619,1,0
CA-2014-131954,OFF-BI-10000138,5,0.20000000298023224
CA-2014-131954,OFF-BI-10003291,4,0.20000000298023224
CA-2014-131954,OFF-BI-10003982,6,0.20000000298023224
CA-2014-131954,OFF-ST-10000736,3,0
CA-2014-131954,TEC-AC-10003610,3,0
CA-2014-132122,OFF-ST-10003692,5,0.20000000298023224
CA-2014-132178,OFF-ST-10000025,8,0
CA-2014-132178,OFF-ST-10000464,2,0
CA-2014-132185,OFF-AP-10001205,1,0.20000000298023224
CA-2014-132185,OFF-AR-10000422,5,0.20000000298023224
CA-2014-132199,FUR-FU-10004245,2,0.20000000298023224
CA-2014-132199,FUR-TA-10003748,5,0.4000000059604645
CA-2014-132199,OFF-BI-10002133,5,0.699999988079071
CA-2014-132199,OFF-BI-10003684,4,0.699999988079071
CA-2014-132199,OFF-FA-10002280,2,0.20000000298023224
CA-2014-132213,OFF-AR-10001958,5,0.20000000298023224
CA-2014-132213,OFF-AR-10004078,9,0.20000000298023224
CA-2014-132234,FUR-FU-10001290,13,0
CA-2014-132262,TEC-AC-10000158,2,0
CA-2014-132262,TEC-AC-10000303,2,0
CA-2014-132290,FUR-TA-10002228,4,0.30000001192092896
CA-2014-132339,OFF-BI-10003925,1,0
CA-2014-132346,OFF-AP-10000696,7,0
CA-2014-132353,TEC-PH-10004536,3,0.20000000298023224
CA-2014-132430,FUR-FU-10003577,4,0.20000000298023224
CA-2014-132437,OFF-ST-10001031,4,0
CA-2014-132521,OFF-AP-10002191,2,0
CA-2014-132521,OFF-BI-10000404,1,0.20000000298023224
CA-2014-132521,OFF-ST-10001325,3,0
CA-2014-132584,OFF-ST-10000344,4,0
CA-2014-132619,OFF-ST-10001511,3,0
CA-2014-132647,OFF-PA-10001838,2,0
CA-2014-132647,OFF-ST-10003123,5,0
CA-2014-132682,OFF-PA-10000474,3,0.20000000298023224
CA-2014-132682,OFF-SU-10004231,3,0.20000000298023224
CA-2014-132682,TEC-PH-10004042,3,0.20000000298023224
CA-2014-132738,OFF-EN-10001141,1,0.20000000298023224
CA-2014-132738,OFF-PA-10001752,2,0.20000000298023224
CA-2014-132934,OFF-BI-10001098,3,0.20000000298023224
CA-2014-132934,TEC-AC-10000927,5,0
CA-2014-132955,OFF-BI-10002735,3,0
CA-2014-132976,OFF-LA-10002043,3,0.20000000298023224
CA-2014-132976,OFF-PA-10000673,2,0.20000000298023224
CA-2014-132976,OFF-PA-10004470,4,0.20000000298023224
CA-2014-132976,OFF-ST-10000876,6,0.20000000298023224
CA-2014-133004,OFF-AP-10002439,9,0
CA-2014-133046,FUR-FU-10001940,3,0
CA-2014-133046,OFF-PA-10002787,2,0
CA-2014-133046,OFF-PA-10003883,4,0
CA-2014-133046,TEC-AC-10000991,5,0
CA-2014-133067,OFF-BI-10002897,2,0.699999988079071
CA-2014-133067,OFF-BI-10003694,3,0.699999988079071
CA-2014-133074,OFF-PA-10004082,7,0
CA-2014-133095,OFF-BI-10002353,7,0
CA-2014-133095,OFF-BI-10004141,3,0
CA-2014-133102,FUR-CH-10002017,4,0.30000001192092896
CA-2014-133102,FUR-FU-10003247,2,0.6000000238418579
CA-2014-133102,OFF-AP-10001563,4,0.800000011920929
CA-2014-133102,OFF-AR-10003183,3,0.20000000298023224
CA-2014-133102,OFF-SU-10000432,2,0.20000000298023224
CA-2014-133207,TEC-PH-10004100,4,0.20000000298023224
CA-2014-133235,TEC-PH-10002660,5,0.20000000298023224
CA-2014-133249,FUR-FU-10001588,5,0
CA-2014-133256,OFF-AR-10003158,4,0
CA-2014-133256,OFF-PA-10001622,1,0
CA-2014-133256,TEC-PH-10002660,8,0
CA-2014-133263,OFF-BI-10000474,4,0
CA-2014-133263,OFF-BI-10001153,1,0
CA-2014-133263,TEC-CO-10001449,5,0
CA-2014-133333,OFF-PA-10002377,4,0
CA-2014-133431,OFF-BI-10000605,5,0.20000000298023224
CA-2014-133431,OFF-PA-10002615,3,0
CA-2014-133487,OFF-AP-10001271,3,0
CA-2014-133501,OFF-PA-10004888,1,0.20000000298023224
CA-2014-133620,OFF-ST-10004634,1,0
CA-2014-133641,OFF-EN-10004955,9,0
CA-2014-133648,OFF-AR-10002257,2,0.20000000298023224
CA-2014-133648,OFF-FA-10004395,3,0.20000000298023224
CA-2014-133648,OFF-LA-10003923,6,0.20000000298023224
CA-2014-133718,OFF-BI-10003429,3,0.20000000298023224
CA-2014-133718,OFF-PA-10002689,9,0
CA-2014-133823,OFF-BI-10000962,2,0.20000000298023224
CA-2014-133823,OFF-LA-10004545,3,0
CA-2014-133823,OFF-PA-10002870,6,0
CA-2014-133865,TEC-CO-10001046,6,0.20000000298023224
CA-2014-133928,OFF-BI-10001525,4,0.699999988079071
CA-2014-134096,OFF-BI-10004002,3,0.699999988079071
CA-2014-134096,TEC-PH-10000526,5,0.20000000298023224
CA-2014-134152,OFF-AR-10004062,3,0
CA-2014-134152,TEC-AC-10004510,6,0
CA-2014-134173,OFF-PA-10004355,4,0.20000000298023224
CA-2014-134194,OFF-AR-10001615,2,0.20000000298023224
CA-2014-134194,OFF-BI-10001116,3,0.800000011920929
CA-2014-134194,OFF-BI-10001597,5,0.800000011920929
CA-2014-134194,OFF-BI-10003684,9,0.800000011920929
CA-2014-134194,OFF-SU-10000946,7,0.20000000298023224
CA-2014-134285,OFF-FA-10000611,3,0.20000000298023224
CA-2014-134285,OFF-PA-10000304,3,0.20000000298023224
CA-2014-134306,OFF-AR-10001374,2,0
CA-2014-134306,OFF-AR-10004027,3,0
CA-2014-134306,OFF-PA-10000249,2,0
CA-2014-134404,OFF-AR-10004441,4,0.20000000298023224
CA-2014-134404,TEC-PH-10000576,2,0.4000000059604645
CA-2014-134418,OFF-AR-10004441,3,0
CA-2014-134439,OFF-PA-10004082,2,0
CA-2014-134495,FUR-CH-10003774,3,0.20000000298023224
CA-2014-134495,OFF-AP-10002222,3,0.20000000298023224
CA-2014-134495,OFF-LA-10000262,3,0.20000000298023224
CA-2014-134495,TEC-PH-10004897,3,0.20000000298023224
CA-2014-134565,FUR-BO-10001519,3,0
CA-2014-134565,OFF-BI-10001759,6,0.20000000298023224
CA-2014-134565,OFF-PA-10004243,2,0
CA-2014-134565,OFF-ST-10004804,2,0
CA-2014-134565,TEC-MA-10001570,5,0.20000000298023224
CA-2014-134607,OFF-ST-10002214,2,0
CA-2014-134635,OFF-PA-10002254,3,0
CA-2014-134649,OFF-AR-10001547,7,0
CA-2014-134649,OFF-BI-10001890,2,0
CA-2014-134796,TEC-PH-10003505,2,0.20000000298023224
CA-2014-134810,FUR-CH-10001270,3,0.20000000298023224
CA-2014-134810,OFF-EN-10002504,3,0.20000000298023224
CA-2014-134838,FUR-FU-10004018,3,0
CA-2014-134838,OFF-AR-10000634,3,0
CA-2014-134845,OFF-BI-10000773,5,0.699999988079071
CA-2014-134845,OFF-BI-10001543,2,0.699999988079071
CA-2014-134845,OFF-BI-10003355,6,0.699999988079071
CA-2014-134845,OFF-PA-10002005,4,0.20000000298023224
CA-2014-134845,TEC-MA-10000822,5,0.699999988079071
CA-2014-134880,OFF-PA-10004039,1,0.20000000298023224
CA-2014-134915,FUR-CH-10004875,2,0.20000000298023224
CA-2014-134915,FUR-FU-10000305,2,0.20000000298023224
CA-2014-134915,OFF-PA-10002160,5,0.20000000298023224
CA-2014-134915,TEC-AC-10001266,4,0.20000000298023224
CA-2014-134915,TEC-PH-10000347,2,0.20000000298023224
CA-2014-134915,TEC-PH-10001459,2,0.20000000298023224
CA-2014-134978,OFF-BI-10003274,5,0.20000000298023224
CA-2014-135034,TEC-PH-10003931,2,0.20000000298023224
CA-2014-135069,FUR-FU-10003878,3,0.20000000298023224
CA-2014-135069,OFF-AP-10000026,4,0.20000000298023224
CA-2014-135076,FUR-CH-10003774,6,0.20000000298023224
CA-2014-135111,OFF-AR-10004707,1,0
CA-2014-135111,OFF-BI-10004040,5,0
CA-2014-135167,OFF-AR-10002399,1,0
CA-2014-135279,OFF-AR-10004344,3,0
CA-2014-135279,OFF-LA-10001613,3,0
CA-2014-135279,OFF-LA-10004055,2,0
CA-2014-135279,OFF-PA-10001281,4,0
CA-2014-135279,OFF-PA-10004621,2,0
CA-2014-135279,OFF-ST-10001097,3,0
CA-2014-135307,FUR-FU-10001290,3,0
CA-2014-135307,TEC-AC-10002399,2,0
CA-2014-135377,FUR-BO-10004015,3,0.20000000298023224
CA-2014-135419,FUR-TA-10001086,4,0.20000000298023224
CA-2014-135587,OFF-AP-10004540,4,0
CA-2014-135587,TEC-AC-10001266,4,0
CA-2014-135650,OFF-ST-10001809,2,0.20000000298023224
CA-2014-135692,FUR-BO-10002268,4,0.3199999928474426
CA-2014-135692,OFF-LA-10001158,4,0.20000000298023224
CA-2014-135783,FUR-FU-10000794,2,0
CA-2014-135860,OFF-BI-10003274,4,0
CA-2014-135860,OFF-FA-10000134,9,0
CA-2014-135860,OFF-ST-10000642,4,0
CA-2014-135860,OFF-ST-10001522,1,0
CA-2014-135860,TEC-PH-10001700,2,0
CA-2014-135909,OFF-BI-10003527,5,0.20000000298023224
CA-2014-135909,TEC-AC-10002335,6,0
CA-2014-135909,TEC-PH-10003187,2,0.20000000298023224
CA-2014-135937,FUR-FU-10002253,2,0.20000000298023224
CA-2014-135937,FUR-TA-10001039,9,0.5
CA-2014-135937,OFF-EN-10004846,5,0.20000000298023224
CA-2014-135937,OFF-ST-10000563,2,0.20000000298023224
CA-2014-135937,TEC-AC-10001114,1,0.20000000298023224
CA-2014-135937,TEC-PH-10004447,3,0.20000000298023224
CA-2014-136000,OFF-BI-10004828,3,0.20000000298023224
CA-2014-136007,OFF-FA-10002701,5,0
CA-2014-136007,TEC-PH-10003589,5,0.20000000298023224
CA-2014-136063,OFF-AR-10000823,7,0.20000000298023224
CA-2014-136238,OFF-PA-10004285,3,0.20000000298023224
CA-2014-136308,TEC-MA-10000488,3,0.20000000298023224
CA-2014-136350,FUR-CH-10001891,2,0.10000000149011612
CA-2014-136350,FUR-FU-10003601,3,0
CA-2014-136364,FUR-FU-10002501,9,0.20000000298023224
CA-2014-136364,TEC-PH-10003885,1,0.4000000059604645
CA-2014-136448,FUR-FU-10003832,3,0.20000000298023224
CA-2014-136448,OFF-BI-10001359,2,0.699999988079071
CA-2014-136448,OFF-BI-10002393,2,0.699999988079071
CA-2014-136448,TEC-AC-10001109,3,0.20000000298023224
CA-2014-136448,TEC-AC-10003628,2,0.20000000298023224
CA-2014-136497,OFF-BI-10001553,5,0.699999988079071
CA-2014-136511,OFF-SU-10003505,3,0
CA-2014-136539,FUR-BO-10004709,2,0.3199999928474426
CA-2014-136539,OFF-AR-10001958,2,0.20000000298023224
CA-2014-136609,OFF-PA-10004381,3,0.20000000298023224
CA-2014-136623,OFF-BI-10003708,5,0.20000000298023224
CA-2014-136623,TEC-PH-10000004,6,0.20000000298023224
CA-2014-136651,FUR-FU-10002445,7,0
CA-2014-136651,FUR-FU-10004864,2,0
CA-2014-136651,OFF-BI-10003638,6,0.20000000298023224
CA-2014-136672,TEC-AC-10004510,3,0
CA-2014-136826,OFF-AR-10003602,3,0.20000000298023224
CA-2014-136875,OFF-PA-10000357,3,0
CA-2014-136882,FUR-FU-10003664,5,0
CA-2014-137001,OFF-AR-10001231,7,0
CA-2014-137022,OFF-ST-10001963,8,0
CA-2014-137085,OFF-BI-10000632,9,0.20000000298023224
CA-2014-137099,TEC-PH-10002496,3,0.20000000298023224
CA-2014-137323,OFF-ST-10003996,6,0
CA-2014-137344,OFF-ST-10000344,3,0
CA-2014-137365,TEC-AC-10001767,3,0.20000000298023224
CA-2014-137414,FUR-FU-10001424,2,0
CA-2014-137414,TEC-MA-10002930,11,0.20000000298023224
CA-2014-137421,OFF-AR-10001761,2,0.20000000298023224
CA-2014-137428,FUR-CH-10002774,2,0.20000000298023224
CA-2014-137428,FUR-CH-10003817,2,0.20000000298023224
CA-2014-137428,FUR-FU-10002445,2,0
CA-2014-137428,OFF-BI-10002949,5,0.20000000298023224
CA-2014-137449,FUR-BO-10000780,3,0.3199999928474426
CA-2014-137449,FUR-TA-10002855,3,0.30000001192092896
CA-2014-137449,OFF-AP-10000240,2,0.800000011920929
CA-2014-137456,FUR-FU-10001940,2,0
CA-2014-137463,OFF-AR-10001988,5,0
CA-2014-137463,OFF-BI-10003196,2,0.20000000298023224
CA-2014-137463,OFF-LA-10003498,3,0
CA-2014-137463,TEC-AC-10000057,5,0
CA-2014-137463,TEC-AC-10000358,5,0
CA-2014-137470,OFF-PA-10002001,2,0
CA-2014-137498,FUR-CH-10003833,5,0.20000000298023224
CA-2014-137498,OFF-AR-10003829,2,0
CA-2014-137498,OFF-PA-10000143,9,0
CA-2014-137505,FUR-TA-10000617,2,0.20000000298023224
CA-2014-137505,FUR-TA-10001676,2,0.20000000298023224
CA-2014-137582,OFF-BI-10001757,3,0.20000000298023224
CA-2014-137596,OFF-ST-10003816,2,0
CA-2014-137596,TEC-AC-10004666,7,0
CA-2014-137596,TEC-PH-10001494,4,0
CA-2014-137624,FUR-CH-10001714,2,0.20000000298023224
CA-2014-137631,TEC-PH-10002624,2,0.20000000298023224
CA-2014-137785,FUR-CH-10001482,5,0.30000001192092896
CA-2014-137876,FUR-FU-10000222,2,0
CA-2014-137876,OFF-EN-10001219,4,0
CA-2014-137918,OFF-SU-10000898,7,0
CA-2014-138149,OFF-AR-10000255,2,0
CA-2014-138149,OFF-BI-10003091,5,0.20000000298023224
CA-2014-138149,OFF-ST-10002974,3,0
CA-2014-138149,TEC-AC-10001284,3,0
CA-2014-138156,FUR-FU-10003601,2,0.20000000298023224
CA-2014-138163,OFF-AR-10001958,3,0
CA-2014-138289,FUR-CH-10004626,3,0
CA-2014-138289,OFF-BI-10004995,4,0
CA-2014-138289,OFF-PA-10001260,7,0
CA-2014-138310,TEC-AC-10001990,9,0.20000000298023224
CA-2014-138380,OFF-ST-10003306,7,0
CA-2014-138422,OFF-EN-10004147,3,0.20000000298023224
CA-2014-138464,FUR-FU-10003142,3,0
CA-2014-138464,OFF-AR-10003560,3,0
CA-2014-138464,OFF-AR-10004757,4,0
CA-2014-138464,OFF-BI-10001543,3,0.20000000298023224
CA-2014-138548,OFF-AP-10002578,2,0
CA-2014-138611,OFF-BI-10002949,2,0.699999988079071
CA-2014-138611,TEC-PH-10000011,10,0.4000000059604645
CA-2014-138618,OFF-PA-10000520,2,0.20000000298023224
CA-2014-138779,OFF-EN-10002504,1,0.20000000298023224
CA-2014-138779,TEC-PH-10003655,5,0.20000000298023224
CA-2014-138870,FUR-FU-10002396,4,0
CA-2014-138870,OFF-PA-10004438,2,0
CA-2014-138975,FUR-BO-10004695,9,0
CA-2014-138975,OFF-PA-10000100,7,0
CA-2014-138975,TEC-AC-10003441,4,0
CA-2014-138975,TEC-PH-10004389,3,0
CA-2014-139080,OFF-BI-10001757,5,0.20000000298023224
CA-2014-139080,OFF-PA-10002262,1,0
CA-2014-139080,OFF-PA-10004621,4,0
CA-2014-139080,TEC-PH-10004100,6,0.20000000298023224
CA-2014-139199,FUR-CH-10000847,3,0
CA-2014-139199,OFF-BI-10003982,2,0
CA-2014-139199,OFF-PA-10001293,2,0
CA-2014-139304,OFF-AR-10001216,3,0
CA-2014-139304,OFF-BI-10002498,8,0.20000000298023224
CA-2014-139304,OFF-SU-10001664,1,0
CA-2014-139311,OFF-AR-10004582,7,0.20000000298023224
CA-2014-139311,OFF-BI-10004209,8,0.800000011920929
CA-2014-139311,OFF-PA-10001776,4,0.20000000298023224
CA-2014-139311,TEC-PH-10001557,2,0.20000000298023224
CA-2014-139353,FUR-FU-10001876,3,0.20000000298023224
CA-2014-139353,OFF-PA-10000300,3,0.20000000298023224
CA-2014-139353,OFF-ST-10001522,2,0.20000000298023224
CA-2014-139402,OFF-BI-10000279,3,0.699999988079071
CA-2014-139402,OFF-PA-10004359,5,0.20000000298023224
CA-2014-139416,FUR-FU-10003832,2,0.20000000298023224
CA-2014-139437,OFF-ST-10002485,4,0
CA-2014-139444,OFF-LA-10000134,4,0.20000000298023224
CA-2014-139493,OFF-AR-10003158,5,0.20000000298023224
CA-2014-139619,OFF-ST-10003282,2,0.20000000298023224
CA-2014-139661,FUR-FU-10002885,2,0
CA-2014-139717,OFF-AP-10000938,8,0.20000000298023224
CA-2014-139717,OFF-PA-10002195,2,0.20000000298023224
CA-2014-139773,FUR-CH-10001797,7,0.30000001192092896
CA-2014-139787,OFF-AR-10002445,5,0
CA-2014-139822,OFF-ST-10000943,2,0
CA-2014-139822,TEC-AC-10001090,2,0
CA-2014-139913,FUR-FU-10000771,11,0
CA-2014-139913,OFF-PA-10002479,5,0
CA-2014-139913,OFF-PA-10003739,2,0
CA-2014-139913,TEC-PH-10001552,3,0
CA-2014-139948,FUR-FU-10002597,2,0.20000000298023224
CA-2014-1400,TEC-CIS-10001122,2,0
CA-2014-140053,FUR-FU-10003708,9,0
CA-2014-140088,FUR-CH-10000863,2,0
CA-2014-140151,OFF-PA-10002986,3,0
CA-2014-140151,OFF-ST-10001558,2,0
CA-2014-140151,TEC-CO-10004722,4,0
CA-2014-140186,FUR-CH-10002961,1,0.20000000298023224
CA-2014-140186,FUR-FU-10004848,1,0
CA-2014-140186,OFF-AP-10002578,2,0
CA-2014-140186,OFF-BI-10003364,2,0.20000000298023224
CA-2014-140186,OFF-FA-10002280,7,0
CA-2014-140242,OFF-AR-10004752,3,0.20000000298023224
CA-2014-140242,TEC-AC-10004659,7,0.20000000298023224
CA-2014-140298,FUR-FU-10001967,1,0.6000000238418579
CA-2014-140298,OFF-AR-10003481,2,0.20000000298023224
CA-2014-140298,OFF-PA-10003657,2,0.20000000298023224
CA-2014-140298,OFF-ST-10004180,2,0.20000000298023224
CA-2014-140326,FUR-BO-10000112,9,0.30000001192092896
CA-2014-140326,OFF-AR-10001149,3,0.20000000298023224
CA-2014-140326,OFF-PA-10004041,3,0.20000000298023224
CA-2014-140480,FUR-FU-10001057,2,0
CA-2014-140480,FUR-FU-10003247,4,0
CA-2014-140480,OFF-AR-10001419,7,0
CA-2014-140480,OFF-AR-10004010,5,0
CA-2014-140480,TEC-AC-10002473,5,0
CA-2014-140494,TEC-AC-10004568,4,0
CA-2014-140508,OFF-EN-10000927,4,0.20000000298023224
CA-2014-140515,OFF-AP-10001205,7,0
CA-2014-140536,OFF-AR-10001545,4,0
CA-2014-140585,FUR-BO-10002206,1,0.15000000596046448
CA-2014-140585,OFF-BI-10003364,2,0.20000000298023224
CA-2014-140585,TEC-AC-10003610,2,0
CA-2014-140627,FUR-FU-10000087,4,0.20000000298023224
CA-2014-140627,OFF-AR-10000422,7,0.20000000298023224
CA-2014-140627,OFF-ST-10004123,3,0.20000000298023224
CA-2014-140676,OFF-AP-10000358,7,0
CA-2014-140676,OFF-PA-10004082,5,0
CA-2014-140676,OFF-PA-10004243,5,0
CA-2014-140760,OFF-EN-10001141,5,0.20000000298023224
CA-2014-140760,OFF-PA-10002479,6,0.20000000298023224
CA-2014-140781,TEC-AC-10000682,3,0.20000000298023224
CA-2014-140802,OFF-PA-10001534,4,0.20000000298023224
CA-2014-140802,TEC-AC-10001998,3,0.20000000298023224
CA-2014-140844,OFF-PA-10003892,2,0
CA-2014-140844,TEC-AC-10001101,8,0
CA-2014-140872,FUR-BO-10002824,2,0.20000000298023224
CA-2014-140872,OFF-AP-10002287,7,0.20000000298023224
CA-2014-140872,OFF-AP-10003622,2,0.20000000298023224
CA-2014-140872,OFF-BI-10002432,3,0.699999988079071
CA-2014-140872,OFF-PA-10000809,3,0.20000000298023224
CA-2014-140872,TEC-AC-10002942,2,0.20000000298023224
CA-2014-140872,TEC-AC-10003832,1,0.20000000298023224
CA-2014-140872,TEC-PH-10000441,5,0.20000000298023224
CA-2014-140949,OFF-AR-10001683,6,0
CA-2014-140949,OFF-BI-10000605,3,0.20000000298023224
CA-2014-140949,OFF-LA-10000081,5,0
CA-2014-140949,OFF-LA-10004093,1,0
CA-2014-140949,OFF-ST-10000344,8,0
CA-2014-140949,OFF-ST-10003455,3,0
CA-2014-140949,TEC-AC-10002399,3,0
CA-2014-140949,TEC-AC-10003038,8,0
CA-2014-140949,TEC-PH-10000149,6,0
CA-2014-140963,FUR-BO-10001337,5,0.15000000596046448
CA-2014-140963,OFF-LA-10003923,2,0
CA-2014-140963,TEC-PH-10001924,5,0.20000000298023224
CA-2014-141103,TEC-PH-10003589,5,0
CA-2014-141117,FUR-BO-10001972,6,0.699999988079071
CA-2014-141117,OFF-AR-10003727,7,0.20000000298023224
CA-2014-141117,OFF-BI-10003676,7,0.699999988079071
CA-2014-141117,OFF-SU-10004664,6,0.20000000298023224
CA-2014-141138,TEC-AC-10001772,7,0
