city,Latitude,Longitude,Country,ID
Hamm,51.6833,7.8167,Germany,3565
Singosari,-7.8925,112.6658,Indonesia,3566
Nawada,24.88,85.53,India,3567
Cuauhtemoc,28.405,-106.8667,Mexico,3568
Mukdahan,16.5431,104.7228,Thailand,3569
Ploiesti,44.9411,26.0225,Romania,3570
Inisa,7.9833,4.65,Nigeria,3571
Berazategui,-34.7167,-58.25,Argentina,3572
Funtua,11.5204,7.32,Nigeria,3573
Obuase,6.2,-1.6833,Ghana,3574
Castellon de la Plana,39.9831,-0.0331,Spain,3575
Jaunpur,25.73,82.68,India,3576
Mbanza Kongo,-6.2678,14.2481,Angola,3577
Geelong,-38.15,144.35,Australia,3578
Lhokseumawe,5.1881,97.1403,Indonesia,3579
Mahad,18.083,73.417,India,3580
Madanapalle,13.55,78.5,India,3581
Palopo,-3,120.2,Indonesia,3582
Yuzhno-Sakhalinsk,46.9667,142.7333,Russia,3583
Petarukan,-6.8961,109.4514,Indonesia,3584
Guri,37.6,127.15,"Korea, South",3585
Quang Yen,20.917,106.833,Vietnam,3586
Edirne,41.6769,26.5556,Turkey,3587
Longjin,22.9525,113.0065,China,3588
Santander de Quilichao,3.0167,-76.4833,Colombia,3589
Wadlakonda,17.7736,79.575,India,3590
Bhachau,23.296,70.343,India,3591
Kyaukpyu,19.4264,93.5458,Burma,3592
Shivpuri,25.43,77.65,India,3593
Caluquembe,-13.7833,14.6833,Angola,3594
Aurora,41.7638,-88.2902,United States,3595
Ussuriysk,43.8,131.9667,Russia,3596
Budhanilkantha,27.7758,85.3619,Nepal,3597
Uji,34.8844,135.7997,Japan,3598
Mongu,-15.2775,23.1319,Zambia,3599
Calabar,4.9767,8.3383,Nigeria,3600
Dosquebradas,4.8333,-75.6833,Colombia,3601
Roxas City,11.5894,122.7511,Philippines,3602
Masan,35.1833,128.55,"Korea, South",3603
Purwakarta,-6.5533,107.4472,Indonesia,3604
Mauldin,34.7821,-82.3032,United States,3605
Satara,17.688,74.006,India,3606
El Khroub,36.2667,6.7,Algeria,3607
Tiaret,35.3667,1.3167,Algeria,3608
Cuautitlan,19.6833,-99.1833,Mexico,3609
Njeru,0.4311,33.1478,Uganda,3610
Al `Arish,31.1249,33.8006,Egypt,3611
Reims,49.2628,4.0347,France,3612
Vada,19.39,73.08,India,3613
Ontario,34.0393,-117.6064,United States,3614
Langsa,4.48,97.9633,Indonesia,3615
Phillaur,31.03,75.78,India,3616
Korfez,40.7833,29.7333,Turkey,3617
Guacara,10.2536,-67.9,Venezuela,3618
Quevedo,-1.0333,-79.45,Ecuador,3619
Fethiye,36.6514,29.1231,Turkey,3620
Kandi,11.1286,2.9369,Benin,3621
Nijmegen,51.8425,5.8528,Netherlands,3622
Unnao,26.55,80.49,India,3623
Dundo,-7.3801,20.8351,Angola,3624
Meiktila,20.8833,95.8833,Burma,3625
Akhisar,38.9239,27.84,Turkey,3626
Sitapur,27.57,80.66,India,3627
La Pintana,-33.5833,-70.6333,Chile,3628
Ambato,-1.2422,-78.6289,Ecuador,3629
Almada,38.6803,-9.1583,Portugal,3630
Elk Grove,38.4161,-121.3842,United States,3631
Riobamba,-1.6731,-78.6483,Ecuador,3632
Kalamboli,19.2333,73.1333,India,3633
Panama City,30.1995,-85.6003,United States,3634
Ciudad Valles,21.9833,-99.0167,Mexico,3635
Norilsk,69.3333,88.2167,Russia,3636
Cary,35.7819,-78.8195,United States,3637
San Luis Rio Colorado,32.4767,-114.7625,Mexico,3638
Saila,25.333,72.367,India,3639
Curug,-6.3711,106.8,Indonesia,3640
Al Muharraq,26.25,50.6167,Bahrain,3641
Letpandan,17.7866,95.7507,Burma,3642
Hurlingham,-34.6,-58.6333,Argentina,3643
Hamilton,-37.7833,175.2833,New Zealand,3644
Al Juwayyidah,31.9167,35.95,Jordan,3645
Cianjur,-6.82,107.1408,Indonesia,3646
Ar Rahmaniyah,31.1048,30.6414,Egypt,3647
Waraseoni,21.7647,80.0494,India,3648
Leon,12.4333,-86.8867,Nicaragua,3649
Mauli,30.699,76.693,India,3650
Harnaut,25.3694,85.5319,India,3651
Bejaia,36.7511,5.0642,Algeria,3652
Tongjiang,47.65,132.5,China,3653
Ludwigshafen,49.4811,8.4353,Germany,3654
Biu,10.6111,12.195,Nigeria,3655
Hemet,33.7341,-116.9969,United States,3656
Arafat,18.0583,-15.9621,Mauritania,3657
Rantau Prapat,2.3333,100.05,Indonesia,3658
Golcuk,40.7172,29.8228,Turkey,3659
Burgos,42.35,-3.7067,Spain,3660
Catumbela,-12.4339,13.5433,Angola,3661
Chittoor,13.216,79.098,India,3662
Shibirghan,36.665,65.752,Afghanistan,3663
El Bosque,-33.5667,-70.675,Chile,3664
Santa Maria Texmelucan,19.2833,-98.4333,Mexico,3665
Navadwip,23.42,88.37,India,3666
Turgutlu,38.5,27.7,Turkey,3667
Karaman,37.1819,33.2181,Turkey,3668
Manaus,-3.1189,-60.0217,Brazil,3669
Salatiga,-7.3247,110.5444,Indonesia,3670
Kotdwara,29.75,78.53,India,3671
Danbury,41.4015,-73.4709,United States,3672
Chicoloapan,19.4167,-98.9,Mexico,3673
Pilibhit,28.6267,79.8058,India,3674
Sirjan,29.437,55.6802,Iran,3675
Khapalu,35.1667,76.3333,Pakistan,3676
Bodrum,37.0378,27.4242,Turkey,3677
Narashino,35.6804,140.0265,Japan,3678
Uppsala,59.8498,17.6389,Sweden,3679
Cachoeiro de Itapemirim,-20.8489,-41.1128,Brazil,3680
Rancho Cucamonga,34.1247,-117.5667,United States,3681
Kangqiao,31.35,105.0667,China,3682
Oldenburg,53.1439,8.2139,Germany,3683
Juazeiro,-9.4139,-40.5028,Brazil,3684
Luziania,-16.2528,-47.95,Brazil,3685
Timon,-5.0939,-42.8369,Brazil,3686
Dagupan City,16.043,120.334,Philippines,3687
Ada,7.8956,4.7094,Nigeria,3688
Albacete,38.9956,-1.8558,Spain,3689
Habaswein,1.0166,39.4912,Kenya,3690
Santander,43.4628,-3.805,Spain,3691
Gliwice,50.2833,18.6667,Poland,3692
Piedras Negras,28.7,-100.5231,Mexico,3693
Carupano,10.6722,-63.2403,Venezuela,3694
Bida,9.0804,6.01,Nigeria,3695
Sakura,35.7167,140.2167,Japan,3696
Townsville,-19.25,146.8167,Australia,3697
Cuddalore,11.75,79.75,India,3698
Alcorcon,40.35,-3.8333,Spain,3699
Patra,38.25,21.7333,Greece,3700
Sao Jose,-27.615,-48.6278,Brazil,3701
Basel,47.5606,7.5906,Switzerland,3702
Lubao,14.93,120.6,Philippines,3703
Tocuyito,10.1144,-68.0656,Venezuela,3704
Nova Friburgo,-22.2819,-42.5308,Brazil,3705
Mexico,15.0645,120.7203,Philippines,3706
Gondal,21.958,70.795,India,3707
Shahin Shahr,32.8606,51.5531,Iran,3708
Mulheim,51.4275,6.8825,Germany,3709
Deo,24.6583,84.4378,India,3710
Fenglu,24.6506,102.935,China,3711
Keningau,5.3378,116.1602,Malaysia,3712
Salinas,36.6883,-121.6317,United States,3713
Sherbrooke,45.4,-71.9,Canada,3714
Kamakurayama,35.3197,139.5525,Japan,3715
Ha Long,20.95,107.0667,Vietnam,3716
Silchar,24.82,92.8,India,3717
Chirala,15.8246,80.3521,India,3718
Gadag,15.4167,75.6167,India,3719
Mang La,14.3617,108.0083,Vietnam,3720
Hitachi,36.5991,140.6515,Japan,3721
Jabalya,31.5272,34.4835,Gaza Strip,3722
Prokopyevsk,53.8833,86.7167,Russia,3723
Polomolok,6.22,125.07,Philippines,3724
Ongata Rongai,-1.4,36.77,Kenya,3725
Saint-Etienne,45.4347,4.3903,France,3726
Matosinhos,41.1867,-8.6844,Portugal,3727
Oceanside,33.2247,-117.3083,United States,3728
Sacaba,-17.4042,-66.0408,Bolivia,3729
General Mariano Alvarez,14.3,121,Philippines,3730
Lagos de Moreno,21.35,-101.9167,Mexico,3731
Tiruvannamalai,12.13,79.07,India,3732
Kindu,-2.95,25.95,Congo (Kinshasa),3733
Kaolack,14.1389,-16.0764,Senegal,3734
Bidar,17.912,77.52,India,3735
Podgorica,42.4414,19.2628,Montenegro,3736
San Miguel,15.1458,120.9783,Philippines,3737
Talhar,24.8833,68.8167,Pakistan,3738
Jalalabad,30.62,74.25,India,3739
Izumo,35.3669,132.7547,Japan,3740
Rafah,31.287,34.2595,Gaza Strip,3741
Bir el Djir,35.7367,-0.5542,Algeria,3742
Rybinsk,58.05,38.8333,Russia,3743
Cazanga,-9.3,14.95,Angola,3744
Beji,-6.3704,106.8176,Indonesia,3745
Oeiras,38.697,-9.3017,Portugal,3746
Kempton Park,-26.1,28.2333,South Africa,3747
Settat,33,-7.6167,Morocco,3748
Guiglo,6.5436,-7.4933,Côte d’Ivoire,3749
Amadora,38.75,-9.2333,Portugal,3750
Vallejo,38.1125,-122.2342,United States,3751
Baranavichy,53.1333,26.0167,Belarus,3752
High Point,35.991,-79.9937,United States,3753
Al Kufah,32.03,44.4,Iraq,3754
Araguaina,-7.1908,-48.2069,Brazil,3755
Tangjin,36.8931,126.6281,"Korea, South",3756
Villupuram,11.9401,79.4861,India,3757
Nawsari,20.95,72.93,India,3758
Surigao,9.7897,125.4958,Philippines,3759
Ercis,39.0311,43.3597,Turkey,3760
Reggio di Calabria,38.1144,15.65,Italy,3761
Makurdi,7.7333,8.5,Nigeria,3762
Bao Loc,11.5481,107.8075,Vietnam,3763
Kohat,33.5833,71.4333,Pakistan,3764
Petite Riviere de l'Artibonite,19.124,-72.4817,Haiti,3765
Garden Grove,33.7787,-117.9601,United States,3766
Pembroke Pines,26.0128,-80.3382,United States,3767
Nigde,37.9667,34.6792,Turkey,3768
Nqutu,-28.232,30.566,South Africa,3769
Tonacatepeque,13.7833,-89.1167,El Salvador,3770
Escuintla,14.2978,-90.7869,Guatemala,3771
Fusagasuga,4.3452,-74.3618,Colombia,3772
Malayer,34.3,48.8178,Iran,3773
Olsztyn,53.7778,20.4792,Poland,3774
Tomakomai,42.6333,141.6,Japan,3775
Aplahoue,6.9333,1.6833,Benin,3776
Valsad,20.61,72.926,India,3777
Guadalupe,22.7528,-102.5078,Mexico,3778
Lancaster,34.6935,-118.1753,United States,3779
As Suwayq,23.8494,57.4386,Oman,3780
Concepcion,15.3249,120.6554,Philippines,3781
San Luis,-33.3,-66.3333,Argentina,3782
Barra Mansa,-22.5439,-44.1708,Brazil,3783
Cape Coast,5.1,-1.25,Ghana,3784
Ipiales,0.8303,-77.6444,Colombia,3785
Magwe,4.1354,32.2869,South Sudan,3786
Tebingtinggi,3.3194,99.1522,Indonesia,3787
Urayasu,35.6539,139.9022,Japan,3788
Puerto Montt,-41.4667,-72.9333,Chile,3789
Reggio Emilia,44.7,10.6333,Italy,3790
Al Marj,32.5005,20.83,Libya,3791
Sahab,31.8667,36,Jordan,3792
Caluquembe,-13.7833,14.6833,Angola,3793
Medinipur,22.424,87.319,India,3794
Sosan,36.7817,126.4522,"Korea, South",3795
Ji'an Shi,41.1253,126.194,China,3796
Talas,38.6833,35.5667,Turkey,3797
Chuo-ku,35.6667,139.7667,Japan,3798
Batumi,41.6458,41.6417,Georgia,3799
Bielsko-Biala,49.8225,19.0444,Poland,3800
Chetumal,18.5036,-88.3053,Mexico,3801
Nishio,34.83,137.0697,Japan,3802
Damoh,23.8331,79.4419,India,3803
Kalale,10.2953,3.3786,Benin,3804
Kroonstad,-27.65,27.2333,South Africa,3805
Toliara,-23.35,43.6667,Madagascar,3806
Barrechid,33.2667,-7.5833,Morocco,3807
Marysville,48.0809,-122.1561,United States,3808
Malanville,11.8667,3.3833,Benin,3809
Calabozo,8.9333,-67.4333,Venezuela,3810
Baliuag,14.954,120.901,Philippines,3811
Passo Fundo,-28.2628,-52.4069,Brazil,3812
Haripur,31.53,75.92,India,3813
Mahabad,36.7678,45.7339,Iran,3814
Neyveli,11.6088,79.4994,India,3815
Bordj Bou Arreridj,36.0667,4.7667,Algeria,3816
Moratuwa,6.7804,79.88,Sri Lanka,3817
Francisco Morato,-23.2817,-46.7425,Brazil,3818
Haicheng,22.9658,115.3187,China,3819
Huich'on,40.1707,126.2761,"Korea, North",3820
Ilford,51.5575,0.0858,United Kingdom,3821
Maraba,-5.3689,-49.1178,Brazil,3822
Baramula,34.198,74.364,India,3823
Teluknaga,-6.0989,106.6381,Indonesia,3824
Edremit,39.5922,27.02,Turkey,3825
Jamalpur,24.9004,89.95,Bangladesh,3826
Riohacha,11.5442,-72.9069,Colombia,3827
Gabes,33.8833,10.1167,Tunisia,3828
Catape,-13.7667,15.0833,Angola,3829
Caconda,-13.7393,15.0607,Angola,3830
Hirosaki,40.6031,140.4638,Japan,3831
Villa Canales,14.4833,-90.5333,Guatemala,3832
Malkapur,20.885,76.2,India,3833
Katha,24.1822,96.3306,Burma,3834
Oyama,36.3146,139.8002,Japan,3835
Basuo,19.092,108.671,China,3836
Jind,29.3167,76.3167,India,3837
Bandirma,40.35,27.9667,Turkey,3838
Bayamon,18.3794,-66.1635,Puerto Rico,3839
Itapecerica da Serra,-23.7172,-46.8494,Brazil,3840
Itu,-23.2642,-47.2992,Brazil,3841
Al Qurayyat,31.3167,37.3667,Saudi Arabia,3842
Jutiapa,14.2828,-89.8925,Guatemala,3843
Mary,37.6069,61.8344,Turkmenistan,3844
Osnabruck,52.2833,8.05,Germany,3845
Chandannagar,22.87,88.38,India,3846
Linhares,-19.3987,-40.0651,Brazil,3847
Tiantoujiao,23.0241,114.1046,China,3848
Sampit,-2.5333,112.95,Indonesia,3849
Fredericksburg,38.2992,-77.4872,United States,3850
Kismaayo,-0.3603,42.5489,Somalia,3851
Le Havre,49.49,0.1,France,3852
Leverkusen,51.0333,6.9833,Germany,3853
Adoni,15.6279,77.2749,India,3854
Tuguegarao,17.6133,121.7303,Philippines,3855
Gia Rai,9.25,105.417,Vietnam,3856
Visalia,36.3276,-119.3269,United States,3857
Kuytun,44.4264,84.9032,China,3858
Tuscaloosa,33.2348,-87.5268,United States,3859
Offa,8.147,4.72,Nigeria,3860
Ocumare del Tuy,10.1136,-66.7814,Venezuela,3861
Sudbury,46.49,-81.01,Canada,3862
Ratnapura,6.693,80.386,Sri Lanka,3863
Niiza,35.7935,139.5653,Japan,3864
Takaoka,36.7541,137.0257,Japan,3865
Tanjungbalai,2.97,99.8,Indonesia,3866
Kushiro,42.9833,144.3833,Japan,3867
Iwata,34.7179,137.8515,Japan,3868
Obihiro,42.9167,143.2,Japan,3869
Sao Caetano do Sul,-23.6228,-46.5508,Brazil,3870
Bechar,31.6167,-2.2167,Algeria,3871
Samandag,36.085,35.9806,Turkey,3872
Palmdale,34.5944,-118.1057,United States,3873
Warrington,53.39,-2.59,United Kingdom,3874
Udipi,13.3389,74.7451,India,3875
Santa Cruz,36.9789,-122.0346,United States,3876
Saqqez,36.2411,46.2706,Iran,3877
Fyzabad,26.773,82.146,India,3878
Salihli,38.4811,28.1392,Turkey,3879
San Fernando,7.894,-67.473,Venezuela,3880
Ebo,-11,14.6667,Angola,3881
Muse,23.9792,97.9047,Burma,3882
Fukang,44.1646,87.9536,China,3883
Xuejiawan,39.86,111.24,China,3884
Sawai Madhopur,26,76.35,India,3885
Shahrud,36.4133,54.9781,Iran,3886
Idlib,35.9297,36.6317,Syria,3887
Lajes,-27.8158,-50.3258,Brazil,3888
Dourados,-22.2208,-54.8058,Brazil,3889
Tenali,16.239,80.645,India,3890
Cienfuegos,22.1456,-80.4364,Cuba,3891
Ungaran,-7.1381,110.405,Indonesia,3892
Darmstadt,49.8722,8.6528,Germany,3893
Bocoio,-12.45,14.15,Angola,3894
Medford,42.3372,-122.854,United States,3895
Khodabandeh,36,48.4167,Iran,3896
Abengourou,6.7297,-3.4964,Côte d’Ivoire,3897
Conjeeveram,12.8185,79.6947,India,3898
Hadano,35.3667,139.2167,Japan,3899
Chillan,-36.6,-72.1167,Chile,3900
Gondomar,41.15,-8.5333,Portugal,3901
Dong Ha,16.8303,107.0972,Vietnam,3902
Abu Hulayfah,29.1322,48.1261,Kuwait,3903
Musoma,-1.5,33.8,Tanzania,3904
Madhubani,26.3519,86.0719,India,3905
Arnhem,51.9833,5.9167,Netherlands,3906
Quibala,-10.7333,14.9833,Angola,3907
Proddatur,14.75,78.55,India,3908
Volgodonsk,47.5167,42.15,Russia,3909
San Martin Texmelucan de Labastida,19.2833,-98.4333,Mexico,3910
Tunja,5.5333,-73.3667,Colombia,3911
Almetyevsk,54.9,52.3,Russia,3912
San Marcos,10.6204,-84.512,Costa Rica,3913
Pocos de Caldas,-21.7878,-46.5608,Brazil,3914
Sultanpur Mazra,28.6981,77.0689,India,3915
Sidon,33.5606,35.3758,Lebanon,3916
Tigaraksa,-6.2667,106.4667,Indonesia,3917
Wau,7.7,27.99,South Sudan,3918
Tokat,40.3139,36.5542,Turkey,3919
Pocheon,37.8947,127.2002,"Korea, South",3920
Skikda,36.8667,6.9,Algeria,3921
Norwich,41.5495,-72.0882,United States,3922
Muridke,31.802,74.255,Pakistan,3923
Muzaffargarh,30.0694,71.1942,Pakistan,3924
Merced,37.3057,-120.4779,United States,3925
San Fernando,-34.45,-58.5667,Argentina,3926
Petropavlovsk-Kamchatskiy,53.0167,158.65,Russia,3927
Heidelberg,49.4167,8.7167,Germany,3928
Huddersfield,53.645,-1.7798,United Kingdom,3929
Ube,33.9517,131.2467,Japan,3930
Chirchiq,41.4667,69.5833,Uzbekistan,3931
Bandar-e Mahshahr,30.5567,49.1897,Iran,3932
Nazilli,37.9125,28.3206,Turkey,3933
Manchester,42.9848,-71.4447,United States,3934
Odessa,31.8801,-102.3448,United States,3935
Haarlem,52.3833,4.6333,Netherlands,3936
Boma,-5.85,13.05,Congo (Kinshasa),3937
Tuxtepec,18.1,-96.1167,Mexico,3938
Muskegon,43.2281,-86.2562,United States,3939
Sullana,-4.9,-80.6833,Peru,3940
San Andres Tuxtla,18.4483,-95.2122,Mexico,3941
Villeurbanne,45.7667,4.8803,France,3942
Parnaiba,-2.905,-41.7769,Brazil,3943
Bizerte,37.2778,9.8639,Tunisia,3944
Mukono,0.3533,32.7553,Uganda,3945
Godhra,22.7772,73.6203,India,3946
Rafsanjan,30.3983,55.9919,Iran,3947
Sariaya,13.97,121.53,Philippines,3948
Multai,21.77,78.25,India,3949
Metro,-5.1167,105.3,Indonesia,3950
Perugia,43.1121,12.3888,Italy,3951
Camacari,-12.6978,-38.3239,Brazil,3952
Talcahuano,-36.7167,-73.1219,Chile,3953
Guadalajara,40.6337,-3.1674,Spain,3954
Tema,5.6667,-0.0167,Ghana,3955
Syzran,53.1667,48.4667,Russia,3956
Zemun,44.85,20.4,Serbia,3957
Ndalatando,-9.3,14.9167,Angola,3958
Solingen,51.1719,7.0847,Germany,3959
Leesburg,28.7672,-81.8962,United States,3960
Daule,-1.8667,-79.9833,Ecuador,3961
Zhanlicun,23.2881,116.2594,China,3962
Pangzawl,22.91,92.76,India,3963
Bontang,0.1333,117.5,Indonesia,3964
Jinggang,23.2722,113.2183,China,3965
Prantij,23.4384,72.8572,India,3966
Ash Shihaniyah,25.3722,51.2047,Qatar,3967
Papantla de Olarte,20.4478,-97.32,Mexico,3968
Kamensk-Ural'skiy,56.4,61.9333,Russia,3969
San Miguel del Padron,23.0964,-82.3267,Cuba,3970
Tan Phu,11.272,107.4367,Vietnam,3971
Naic,14.32,120.77,Philippines,3972
Liancheng,24.0519,105.075,China,3973
Zaranj,30.96,61.86,Afghanistan,3974
Kidapawan,7.0083,125.0894,Philippines,3975
Braganca Paulista,-22.9189,-46.5425,Brazil,3976
Pindamonhangaba,-22.9239,-45.4617,Brazil,3977
Split,43.51,16.44,Croatia,3978
Novocherkassk,47.4222,40.0939,Russia,3979
Ziarat,30.381,67.727,Pakistan,3980
Miyakonojo,31.7194,131.0617,Japan,3981
Lafayette,40.3991,-86.8593,United States,3982
Siirt,37.925,41.9458,Turkey,3983
Tra Vinh,9.9333,106.35,Vietnam,3984
Khanpur,28.65,70.68,Pakistan,3985
Ferkessedougou,9.5928,-5.1944,Côte d’Ivoire,3986
La Laguna,28.4853,-16.3167,Spain,3987
Southend,51.55,0.71,United Kingdom,3988
Ciudad Acuna,29.3242,-100.9317,Mexico,3989
Jose Maria Ezeiza,-34.8333,-58.5167,Argentina,3990
Khost,33.3331,69.9169,Afghanistan,3991
Koudougou,12.25,-2.3667,Burkina Faso,3992
Saint-Marc,19.1167,-72.7,Haiti,3993
San Nicolas de los Arroyos,-33.3333,-60.2167,Argentina,3994
Huaycan,-12.0181,-76.8139,Peru,3995
Milagro,-2.1347,-79.5872,Ecuador,3996
Dijon,47.3167,5.0167,France,3997
Moga,30.822,75.174,India,3998
Ede,7.7389,4.4361,Nigeria,3999
Ekibastuz,51.6667,75.3667,Kazakhstan,4000
Enschede,52.2225,6.8925,Netherlands,4001
Newport,51.5886,-2.9978,United Kingdom,4002
Regensburg,49.0167,12.0833,Germany,4003
Patos de Minas,-18.5871,-46.5149,Brazil,4004
Kisarawe,-7.2622,38.7367,Tanzania,4005
Budaun,28.05,79.12,India,4006
Hayward,37.6328,-122.0766,United States,4007
Ramat Gan,32.07,34.8235,Israel,4008
Uttarpara,22.67,88.35,India,4009
Catamarca,-28.4667,-65.7833,Argentina,4010
Marbella,36.5167,-4.8833,Spain,4011
Daltonganj,24.03,84.07,India,4012
Ceyhan,37.0289,35.8125,Turkey,4013
Quipungo,-14.8167,14.55,Angola,4014
Corona,33.8616,-117.5649,United States,4015
Benoni,-26.1883,28.3206,South Africa,4016
Djelfa,34.6667,3.25,Algeria,4017
Macuspana,17.7667,-92.6,Mexico,4018
Zhengding,38.1464,114.5708,China,4019
Zlatoust,55.1667,59.6667,Russia,4020
Aral,40.548,81.281,China,4021
Cadiz,10.95,123.3,Philippines,4022
Matsuzaka,34.5779,136.5276,Japan,4023
Copiapo,-27.3664,-70.3331,Chile,4024
Klaipeda,55.7125,21.135,Lithuania,4025
Ogaki,35.3594,136.6129,Japan,4026
Jamkhed,18.72,75.32,India,4027
Zabrze,50.3025,18.7781,Poland,4028
Bharuch,21.712,72.993,India,4029
Nanqiaotou,22.7176,113.2918,China,4030
Ilagan,17.1489,121.8894,Philippines,4031
Gweru,-19.4614,29.8022,Zimbabwe,4032
Abaetetuba,-1.7178,-48.8828,Brazil,4033
Tacheng,46.7517,82.9869,China,4034
Szeged,46.25,20.1667,Hungary,4035
Herne,51.55,7.2167,Germany,4036
Gojra,31.15,72.6833,Pakistan,4037
Banha,30.4628,31.1797,Egypt,4038
Panjgur,26.9683,64.1014,Pakistan,4039
Mahlaing,21.09,95.64,Burma,4040
Paterson,40.9147,-74.1624,United States,4041
Ilheus,-14.7889,-39.0489,Brazil,4042
Calama,-22.4667,-68.9333,Chile,4043
Angers,47.4736,-0.5542,France,4044
San Miguel,-34.5333,-58.7167,Argentina,4045
's-Hertogenbosch,51.6833,5.3167,Netherlands,4046
Amersfoort,52.155,5.3875,Netherlands,4047
George,-33.9667,22.45,South Africa,4048
Mandi Bahauddin,32.5797,73.4814,Pakistan,4049
Itapetininga,-23.5917,-48.0531,Brazil,4050
Lunglei,22.88,92.73,India,4051
Nablus,32.2199,35.2636,West Bank,4052
Nan Zhuang,22.9839,113.0139,China,4053
Zaanstad,52.4333,4.8167,Netherlands,4054
Guaymas,27.9183,-110.8933,Mexico,4055
Enfield,51.6522,-0.0808,United Kingdom,4056
Guimaraes,41.445,-8.2908,Portugal,4057
Alexandria,38.8185,-77.0861,United States,4058
Kamina,-8.7386,24.9906,Congo (Kinshasa),4059
Molo,-0.2485,35.7319,Kenya,4060
Domodedovo,55.44,37.7619,Russia,4061
Macon,32.8065,-83.6974,United States,4062
Saharsa,25.88,86.6,India,4063
Chaoshan,23.0768,113.8696,China,4064
Ketou,7.3581,2.6075,Benin,4065
Rio das Ostras,-22.5269,-41.945,Brazil,4066
Adzope,6.1035,-3.8648,Côte d’Ivoire,4067
Portmore,17.95,-76.8799,Jamaica,4068
Girona,41.9844,2.8211,Spain,4069
Grenoble,45.1715,5.7224,France,4070
Qalyub,30.1997,31.2053,Egypt,4071
Danao,10.53,123.93,Philippines,4072
Lakewood,39.6977,-105.1172,United States,4073
Springfield,39.7709,-89.654,United States,4074
Ghorahi,28.0408,82.4861,Nepal,4075
Bac Lieu,9.2833,105.7167,Vietnam,4076
Capas,15.3372,120.59,Philippines,4077
Xiaping,26.748,114.289,China,4078
Al Miqdadiyah,33.9786,44.9369,Iraq,4079
Vidisha,23.53,77.82,India,4080
Pathankot,32.2668,75.6,India,4081
Ravenna,44.4161,12.2017,Italy,4082
Paderborn,51.7181,8.7542,Germany,4083
Ar Ramtha,32.5589,36.0147,Jordan,4084
Severodvinsk,64.5667,39.8667,Russia,4085
Borazjan,29.2694,51.22,Iran,4086
Kisi,9.0833,3.85,Nigeria,4087
Cap-Haitien,19.75,-72.2,Haiti,4088
Esmeraldas,0.9667,-79.6528,Ecuador,4089
Souk Ahras,36.2864,7.9511,Algeria,4090
Karwar,14.8,74.13,India,4091
Daiwanishi,34.8892,135.4167,Japan,4092
Neuss,51.2,6.7,Germany,4093
Khasavyurt,43.25,46.5833,Russia,4094
Chlef,36.1647,1.3317,Algeria,4095
Pandi,14.87,120.95,Philippines,4096
Camarajibe,-8.0219,-34.9808,Brazil,4097
El Eulma,36.15,5.6833,Algeria,4098
Salzburg,47.8,13.045,Austria,4099
Thanesar,29.9667,76.8167,India,4100
Danzao,23.0427,112.9145,China,4101
Kishangarh,26.57,74.87,India,4102
Uiwang,37.3448,126.9683,"Korea, South",4103
Luanshya,-13.1333,28.4,Zambia,4104
Hanam,37.5167,127.2,"Korea, South",4105
Kansas City,39.1235,-94.7443,United States,4106
Zango,12.9333,8.5333,Nigeria,4107
Braila,45.2692,27.9575,Romania,4108
Barrie,44.3711,-79.6769,Canada,4109
Butembo,0.15,29.2833,Congo (Kinshasa),4110
Saint-Louis,16.0333,-16.5,Senegal,4111
Burlington,36.076,-79.4685,United States,4112
Rudarpur,28.98,79.4,India,4113
Kitenkela,-1.4855,36.9047,Kenya,4114
Tindwara,25.4833,80.3333,India,4115
Warner Robins,32.5961,-83.6527,United States,4116
Nalgonda,17.0575,79.2684,India,4117
Jinghai,38.9294,116.9169,China,4118
Hitachi-Naka,36.3967,140.5347,Japan,4119
Lucapa,-8.4228,20.7392,Angola,4120
Noda,35.95,139.8667,Japan,4121
Santana de Parnaiba,-23.4439,-46.9178,Brazil,4122
Dibrugarh,27.48,95,India,4123
Singaraja,-8.1167,115.0833,Indonesia,4124
Moanda,-5.9342,12.3494,Congo (Kinshasa),4125
Seogwipo,33.2497,126.56,"Korea, South",4126
Palo Negro,10.1739,-67.5419,Venezuela,4127
Veraval,20.9159,70.3629,India,4128
Durres,41.3133,19.4458,Albania,4129
Hoeryong,42.4333,129.75,"Korea, North",4130
Abbotsford,49.05,-122.3167,Canada,4131
Tochigi,36.3813,139.7303,Japan,4132
Sunnyvale,37.3836,-122.0255,United States,4133
Betul Bazar,21.905,77.902,India,4134
Sukrah,36.8833,10.25,Tunisia,4135
Andong,36.5592,128.7289,"Korea, South",4136
Balurghat,25.22,88.76,India,4137
Bytom,50.3483,18.9156,Poland,4138
San Jose,12.3528,121.0676,Philippines,4139
Jorhat,26.75,94.22,India,4140
Poblacion,10.4111,123.9822,Philippines,4141
Ixtlahuaca,19.5689,-99.7669,Mexico,4142
Kariya,34.9893,137.0021,Japan,4143
Krishnanagar,23.4,88.5,India,4144
Dutse,11.7011,9.3419,Nigeria,4145
Newcastle,-32.9306,151.7542,Australia,4146
Ueda,36.4019,138.2491,Japan,4147
Hollywood,26.0293,-80.1679,United States,4148
Livorno,43.55,10.3167,Italy,4149
Tete,-16.1579,33.5898,Mozambique,4150
Vinh Yen,21.31,105.5967,Vietnam,4151
Barakpur,22.76,88.37,India,4152
